job_idx,rank,cv_id,candidate,experience_years,nb_skills,matched_skills,keyword_score,skills_score,experience_score,global_score,label,job_snippet
79,5,5,Candidat_5,4,2,"react, elasticsearch",12.25,0.0,60.0,18.12,❌ Écarté,Votre prochain défi professionnel consiste à rejoindre notre équipe de data scie...
80,1,1,Candidat_1,1,11,"python, docker, kubernetes, aws, azure, gcp, git, devops",12.76,81.82,60.0,42.93,❌ Écarté,Mission passionnante pour un Ingénieur logiciel sénior expérimenté dans le domai...
80,2,2,Candidat_2,3,4,"sql, node, git, data science",42.84,25.0,60.0,40.92,❌ Écarté,Mission passionnante pour un Ingénieur logiciel sénior expérimenté dans le domai...
80,3,3,Candidat_3,2,10,"python, java, angular, spark, git, excel, oracle, devops",13.3,70.0,60.0,39.65,❌ Écarté,Mission passionnante pour un Ingénieur logiciel sénior expérimenté dans le domai...
80,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.39,33.33,60.0,26.69,❌ Écarté,Mission passionnante pour un Ingénieur logiciel sénior expérimenté dans le domai...
80,5,4,Candidat_4,5,10,"python, node, machine learning, deep learning, computer vision, excel, data science, data analyst",12.62,20.0,60.0,24.31,❌ Écarté,Mission passionnante pour un Ingénieur logiciel sénior expérimenté dans le domai...
81,1,1,Candidat_1,7,3,"docker, devops, api",73.2,0.0,60.0,48.6,🔶 À évaluer,Mission passionnante pour un Ingénieur Logiciel expérimenté en Site Reliability ...
81,2,2,Candidat_2,8,4,"sql, aws, azure, rest",11.99,25.0,60.0,25.5,❌ Écarté,Mission passionnante pour un Ingénieur Logiciel expérimenté en Site Reliability ...
81,3,4,Candidat_4,1,6,"fastapi, machine learning, data science, data engineer, api, microservices",7.52,0.0,60.0,15.76,❌ Écarté,Mission passionnante pour un Ingénieur Logiciel expérimenté en Site Reliability ...
81,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",6.8,0.0,60.0,15.4,❌ Écarté,Mission passionnante pour un Ingénieur Logiciel expérimenté en Site Reliability ...
81,5,3,Candidat_3,0,3,"flask, docker, api",4.9,0.0,20.0,6.45,❌ Écarté,Mission passionnante pour un Ingénieur Logiciel expérimenté en Site Reliability ...
82,1,1,Candidat_1,5,10,"python, sql, azure, nlp, pandas, power bi, mysql, data analyst",52.91,40.0,60.0,50.45,🔶 À évaluer,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
82,2,2,Candidat_2,3,3,"python, aws, api",7.71,33.33,60.0,25.85,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
82,3,3,Candidat_3,2,10,"sql, java, react, angular, docker, devops, ci/cd, agile",8.01,10.0,60.0,19.0,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
82,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.8,0.0,60.0,16.9,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
82,5,4,Candidat_4,6,8,"kubernetes, aws, azure, terraform, git, machine learning, mlops, devops",6.59,0.0,60.0,15.29,❌ Écarté,Votre prochain défi professionnel se trouve dans un environnement dynamique où l...
83,1,2,Candidat_2,1,2,"react, angular",54.48,0.0,60.0,39.24,❌ Écarté,Votre prochain défi professionnel vous attend dans le domaine des télécommunicat...
83,2,3,Candidat_3,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",12.78,37.5,60.0,29.64,❌ Écarté,Votre prochain défi professionnel vous attend dans le domaine des télécommunicat...
83,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",10.23,0.0,60.0,17.12,❌ Écarté,Votre prochain défi professionnel vous attend dans le domaine des télécommunicat...
83,4,1,Candidat_1,5,0,,7.19,0.0,60.0,15.6,❌ Écarté,Votre prochain défi professionnel vous attend dans le domaine des télécommunicat...
83,5,4,Candidat_4,3,7,"django, kafka, airflow, machine learning, deep learning, data science, data engineer",3.38,0.0,60.0,13.69,❌ Écarté,Votre prochain défi professionnel vous attend dans le domaine des télécommunicat...
84,1,1,Candidat_1,2,19,"python, java, javascript, react, angular, node, django, flask",50.14,26.32,60.0,44.97,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
84,2,3,Candidat_3,2,4,"java, angular, vue, git",6.33,25.0,60.0,22.66,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
84,3,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",11.27,0.0,60.0,17.63,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
84,4,2,Candidat_2,4,10,"java, javascript, typescript, react, node, data science, agile, scrum",4.34,10.0,60.0,17.17,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
84,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.79,0.0,60.0,16.39,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
85,1,5,Candidat_5,1,3,"machine learning, deep learning, devops",14.85,33.33,60.0,29.42,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
85,2,4,Candidat_4,9,10,"python, java, javascript, django, flask, azure, machine learning, data science",11.45,30.0,60.0,26.73,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
85,3,2,Candidat_2,4,13,"python, java, javascript, react, docker, kubernetes, git, excel",11.39,23.08,60.0,24.62,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
85,4,1,Candidat_1,2,4,"git, machine learning, rest, llm",7.28,25.0,60.0,23.14,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
85,5,3,Candidat_3,2,7,"react, node, deep learning, excel, data science, api, rest",3.51,14.29,60.0,18.04,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe d'ingénieurs en ...
86,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",59.93,0.0,60.0,41.97,❌ Écarté,Votre prochain défi professionnel est une mission stratégique en développement b...
86,2,3,Candidat_3,4,8,"sql, java, javascript, angular, git, postgresql, oracle, api",45.86,12.5,60.0,38.68,❌ Écarté,Votre prochain défi professionnel est une mission stratégique en développement b...
86,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",12.41,33.33,60.0,28.2,❌ Écarté,Votre prochain défi professionnel est une mission stratégique en développement b...
86,4,2,Candidat_2,1,13,"sql, java, angular, vue, docker, git, mongodb, mysql",7.79,23.08,60.0,22.82,❌ Écarté,Votre prochain défi professionnel est une mission stratégique en développement b...
86,5,4,Candidat_4,1,4,"python, machine learning, nlp, data science",8.64,0.0,60.0,16.32,❌ Écarté,Votre prochain défi professionnel est une mission stratégique en développement b...
87,1,1,Candidat_1,6,8,"kubernetes, aws, azure, terraform, git, machine learning, mlops, devops",19.33,62.5,60.0,40.41,❌ Écarté,Mission passionnante pour un Senior Devops expérimenté ! Nous recherchons un exp...
87,2,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.55,33.33,60.0,25.77,❌ Écarté,Mission passionnante pour un Senior Devops expérimenté ! Nous recherchons un exp...
87,3,3,Candidat_3,6,3,"react, node, git",3.96,33.33,60.0,23.98,❌ Écarté,Mission passionnante pour un Senior Devops expérimenté ! Nous recherchons un exp...
87,4,2,Candidat_2,2,6,"python, sql, java, react, aws, postgresql",3.42,33.33,60.0,23.71,❌ Écarté,Mission passionnante pour un Senior Devops expérimenté ! Nous recherchons un exp...
87,5,4,Candidat_4,2,6,"angular, machine learning, deep learning, nlp, data science, devops",10.55,16.67,60.0,22.28,❌ Écarté,Mission passionnante pour un Senior Devops expérimenté ! Nous recherchons un exp...
88,1,4,Candidat_4,3,10,"sql, java, javascript, react, node, docker, git, postgresql",40.71,20.0,60.0,38.36,❌ Écarté,Votre prochain défi professionnel est de rejoindre une équipe d'experts en intel...
88,2,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",39.93,41.67,20.0,36.47,❌ Écarté,Votre prochain défi professionnel est de rejoindre une équipe d'experts en intel...
88,3,2,Candidat_2,1,4,"sql, azure, machine learning, nlp",12.07,25.0,60.0,25.54,❌ Écarté,Votre prochain défi professionnel est de rejoindre une équipe d'experts en intel...
88,4,3,Candidat_3,3,1,react,12.85,0.0,60.0,18.43,❌ Écarté,Votre prochain défi professionnel est de rejoindre une équipe d'experts en intel...
88,5,5,Candidat_5,4,2,"react, elasticsearch",10.24,0.0,60.0,17.12,❌ Écarté,Votre prochain défi professionnel est de rejoindre une équipe d'experts en intel...
89,1,1,Candidat_1,0,12,"python, java, react, docker, git, linux, machine learning, oracle",43.21,33.33,20.0,35.6,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
89,2,3,Candidat_3,10,6,"python, git, machine learning, data science, mlops, api",7.54,16.67,60.0,20.77,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
89,3,2,Candidat_2,3,1,react,16.94,0.0,60.0,20.47,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
89,4,4,Candidat_4,4,8,"sql, java, javascript, react, angular, node, api, rest",6.05,12.5,60.0,18.77,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
89,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.22,0.0,60.0,16.61,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
90,1,2,Candidat_2,2,6,"python, sql, java, react, aws, postgresql",9.4,16.67,60.0,21.7,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
90,2,1,Candidat_1,4,19,"python, sql, java, javascript, react, kafka, kubernetes, aws",11.47,5.26,60.0,19.31,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
90,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",14.15,0.0,60.0,19.07,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
90,4,3,Candidat_3,3,3,"python, aws, api",14.11,0.0,60.0,19.05,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
90,5,4,Candidat_4,2,2,"python, oracle",1.37,0.0,60.0,12.69,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de développement...
91,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",75.46,40.0,60.0,61.73,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
91,2,3,Candidat_3,7,4,"java, angular, api, rest",32.59,25.0,60.0,35.8,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
91,3,2,Candidat_2,2,7,"python, sql, java, git, postgresql, mongodb, mysql",16.75,42.86,60.0,33.23,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
91,4,4,Candidat_4,2,16,"sql, java, javascript, typescript, react, angular, node, aws",3.95,25.0,60.0,21.48,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
91,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",11.98,0.0,60.0,17.99,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe de sécurité info...
92,1,1,Candidat_1,2,19,"python, java, javascript, react, angular, node, django, flask",64.1,21.05,60.0,50.36,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
92,2,2,Candidat_2,4,7,"sql, angular, excel, agile, scrum, api, rest",50.49,14.29,60.0,41.53,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
92,3,5,Candidat_5,1,3,"machine learning, deep learning, devops",13.24,33.33,60.0,28.62,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
92,4,4,Candidat_4,1,24,"python, sql, angular, django, fastapi, docker, azure, git",6.59,4.17,60.0,16.55,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
92,5,3,Candidat_3,2,12,"python, sql, java, javascript, django, docker, kubernetes, mongodb",2.95,8.33,60.0,15.97,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que DevO...
93,1,1,Candidat_1,4,7,"python, java, typescript, react, vue, git, agile",42.63,71.43,60.0,54.74,🔶 À évaluer,Mission passionnante pour un développeur Fullstack expérimenté. Dans le cadre de...
93,2,4,Candidat_4,6,1,git,1.96,100.0,60.0,42.98,❌ Écarté,Mission passionnante pour un développeur Fullstack expérimenté. Dans le cadre de...
93,3,2,Candidat_2,2,8,"java, typescript, angular, git, linux, oracle, agile, scrum",15.33,50.0,60.0,34.66,❌ Écarté,Mission passionnante pour un développeur Fullstack expérimenté. Dans le cadre de...
93,4,3,Candidat_3,3,20,"sql, java, javascript, typescript, react, angular, node, docker",6.29,30.0,60.0,24.14,❌ Écarté,Mission passionnante pour un développeur Fullstack expérimenté. Dans le cadre de...
93,5,5,Candidat_5,1,3,"machine learning, deep learning, devops",9.08,0.0,60.0,16.54,❌ Écarté,Mission passionnante pour un développeur Fullstack expérimenté. Dans le cadre de...
94,1,1,Candidat_1,11,6,"typescript, react, node, git, agile, api",15.22,33.33,60.0,29.61,❌ Écarté,Mission passionnante pour un développeur frontend expérimenté. Dans un contexte ...
94,2,2,Candidat_2,3,3,"python, aws, api",11.26,0.0,60.0,17.63,❌ Écarté,Mission passionnante pour un développeur frontend expérimenté. Dans un contexte ...
94,3,4,Candidat_4,11,0,,8.86,0.0,60.0,16.43,❌ Écarté,Mission passionnante pour un développeur frontend expérimenté. Dans un contexte ...
94,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",8.12,0.0,60.0,16.06,❌ Écarté,Mission passionnante pour un développeur frontend expérimenté. Dans un contexte ...
94,5,3,Candidat_3,4,9,"sql, docker, kubernetes, aws, terraform, git, excel, devops",4.8,0.0,60.0,14.4,❌ Écarté,Mission passionnante pour un développeur frontend expérimenté. Dans un contexte ...
95,1,1,Candidat_1,2,19,"python, java, javascript, react, angular, node, django, flask",67.94,42.11,60.0,58.6,🔶 À évaluer,Votre prochain défi professionnel sera de rejoindre notre équipe de Data Enginee...
95,2,2,Candidat_2,3,9,"python, react, azure, git, deep learning, data science, api, rest",16.17,33.33,60.0,30.08,❌ Écarté,Votre prochain défi professionnel sera de rejoindre notre équipe de Data Enginee...
95,3,3,Candidat_3,3,6,"java, react, aws, excel, data science, rest",10.46,33.33,60.0,27.23,❌ Écarté,Votre prochain défi professionnel sera de rejoindre notre équipe de Data Enginee...
95,4,5,Candidat_5,1,3,"machine learning, deep learning, devops",7.97,33.33,60.0,25.98,❌ Écarté,Votre prochain défi professionnel sera de rejoindre notre équipe de Data Enginee...
95,5,4,Candidat_4,4,0,,7.08,0.0,60.0,15.54,❌ Écarté,Votre prochain défi professionnel sera de rejoindre notre équipe de Data Enginee...
96,1,1,Candidat_1,1,5,"java, node, oracle, agile, scrum",66.15,0.0,60.0,45.08,🔶 À évaluer,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Head...
96,2,2,Candidat_2,4,9,"sql, docker, kubernetes, aws, terraform, git, excel, devops",9.08,55.56,60.0,33.21,❌ Écarté,Votre prochain défi professionnel est de rejoindre notre équipe en tant que Head...
